Model,Step,Method,Bin_ID,Feature_Value
7M,15500,Frequency,27,0.44578349590301514
7M,15500,Frequency,28,0.434362530708313
7M,15500,Frequency,29,0.4240819215774536
7M,15500,Frequency,30,0.4125054180622101
7M,15500,Frequency,31,0.3954741358757019
7M,15500,Frequency,32,0.387307733297348
7M,15500,Frequency,33,0.36970317363739014
7M,15500,Frequency,34,0.35674431920051575
7M,15500,Frequency,35,0.34071946144104004
7M,15500,Frequency,36,0.32564684748649597
7M,15500,Frequency,37,0.30499163269996643
7M,15500,Frequency,38,0.29033952951431274
7M,15500,Frequency,39,0.27033910155296326
7M,15500,Frequency,40,0.2552085816860199
7M,15500,Frequency,41,0.24403275549411774
7M,15500,Frequency,42,0.23597541451454163
7M,15500,Frequency,43,0.2304648458957672
7M,15500,Frequency,44,0.2293339967727661
7M,15500,Random,0,0.5272144079208374
7M,15500,Random,1,0.522163987159729
7M,15500,Random,2,0.5173851847648621
7M,15500,Random,3,0.5387970805168152
7M,15500,Random,4,0.5067823529243469
7M,15500,Random,5,0.5212854743003845
7M,15500,Random,6,0.5299758315086365
7M,15500,Random,7,0.524263858795166
7M,15500,Random,8,0.5106422901153564
7M,15500,Random,9,0.5219600200653076
7M,15500,Random,10,0.5293784737586975
7M,15500,Random,11,0.52073734998703
7M,15500,Random,12,0.5176932215690613
7M,15500,Random,13,0.5214682221412659
7M,15500,Random,14,0.5219231247901917
7M,15500,Random,15,0.5222569704055786
7M,15500,Random,16,0.520152747631073
7M,15500,Random,17,0.5259928703308105
7M,15500,Random,18,0.5332448482513428
7M,15500,Random,19,0.5368274450302124
7M,15500,Random,20,0.5274418592453003
7M,15500,Random,21,0.523861825466156
7M,15500,Random,22,0.5220308899879456
7M,15500,Random,23,0.5313053727149963
7M,15500,Random,24,0.5210498571395874
7M,15500,Random,25,0.5143867135047913
7M,15500,Random,26,0.5248414278030396
7M,15500,Random,27,0.5220423936843872
7M,15500,Random,28,0.5286698937416077
7M,15500,Random,29,0.522063672542572
7M,15500,Random,30,0.5295681953430176
7M,15500,Random,31,0.520500898361206
7M,15500,Random,32,0.5279300808906555
7M,15500,Random,33,0.527381956577301
7M,15500,Random,34,0.5295372605323792
7M,15500,Random,35,0.5269061923027039
7M,15500,Random,36,0.5262618064880371
7M,15500,Random,37,0.5212281346321106
7M,15500,Random,38,0.523308277130127
7M,15500,Random,39,0.5298491716384888
7M,15500,Random,40,0.5188207030296326
7M,15500,Random,41,0.5230951905250549
7M,15500,Random,42,0.5165982842445374
7M,15500,Random,43,0.5350550413131714
7M,15500,Random,44,0.5194172263145447
7M,15500,Stat,Mean,0.4884948432445526
7M,15500,Stat,Std,0.2204027622938156
7M,15500,Stat,Max,1.5506458282470703
7M,16000,Frequency,0,0.907633364200592
7M,16000,Frequency,1,0.8801169395446777
7M,16000,Frequency,2,0.8676388263702393
7M,16000,Frequency,3,0.8409705758094788
7M,16000,Frequency,4,0.8106786012649536
7M,16000,Frequency,5,0.7968764305114746
7M,16000,Frequency,6,0.7715400457382202
7M,16000,Frequency,7,0.7503102421760559
7M,16000,Frequency,8,0.7288039326667786
7M,16000,Frequency,9,0.7045946717262268
7M,16000,Frequency,10,0.6863839626312256
7M,16000,Frequency,11,0.6718978881835938
7M,16000,Frequency,12,0.6499791741371155
7M,16000,Frequency,13,0.6325824856758118
7M,16000,Frequency,14,0.609312891960144
7M,16000,Frequency,15,0.6053842306137085
7M,16000,Frequency,16,0.59019935131073
7M,16000,Frequency,17,0.5725044012069702
7M,16000,Frequency,18,0.5527188777923584
7M,16000,Frequency,19,0.5480985045433044
7M,16000,Frequency,20,0.5336975455284119
7M,16000,Frequency,21,0.5127274394035339
7M,16000,Frequency,22,0.514136552810669
7M,16000,Frequency,23,0.4968663454055786
7M,16000,Frequency,24,0.48473021388053894
7M,16000,Frequency,25,0.4720296859741211
7M,16000,Frequency,26,0.46193447709083557
7M,16000,Frequency,27,0.4512527585029602
7M,16000,Frequency,28,0.43979278206825256
7M,16000,Frequency,29,0.4288998246192932
7M,16000,Frequency,30,0.4172232747077942
7M,16000,Frequency,31,0.40022748708724976
7M,16000,Frequency,32,0.3914576470851898
7M,16000,Frequency,33,0.3734465539455414
7M,16000,Frequency,34,0.3603605329990387
7M,16000,Frequency,35,0.34388867020606995
7M,16000,Frequency,36,0.3284527659416199
7M,16000,Frequency,37,0.30779287219047546
7M,16000,Frequency,38,0.29248493909835815
7M,16000,Frequency,39,0.271621435880661
7M,16000,Frequency,40,0.2561478316783905
7M,16000,Frequency,41,0.2447601556777954
7M,16000,Frequency,42,0.23635730147361755
7M,16000,Frequency,43,0.2306479960680008
7M,16000,Frequency,44,0.22939208149909973
7M,16000,Random,0,0.5336088538169861
7M,16000,Random,1,0.5288625359535217
7M,16000,Random,2,0.5240278244018555
7M,16000,Random,3,0.5454836487770081
7M,16000,Random,4,0.5129297971725464
7M,16000,Random,5,0.5276878476142883
7M,16000,Random,6,0.537138819694519
7M,16000,Random,7,0.531020998954773
7M,16000,Random,8,0.5169374942779541
7M,16000,Random,9,0.5285537838935852
7M,16000,Random,10,0.5361083149909973
7M,16000,Random,11,0.527056872844696
7M,16000,Random,12,0.5240946412086487
7M,16000,Random,13,0.5277460217475891
7M,16000,Random,14,0.5289140939712524
7M,16000,Random,15,0.5287662744522095
7M,16000,Random,16,0.5261920094490051
7M,16000,Random,17,0.5327514410018921
7M,16000,Random,18,0.5399054884910583
7M,16000,Random,19,0.5433664321899414
7M,16000,Random,20,0.5340769290924072
7M,16000,Random,21,0.530335545539856
7M,16000,Random,22,0.5288752317428589
7M,16000,Random,23,0.5382228493690491
7M,16000,Random,24,0.5274912714958191
7M,16000,Random,25,0.5209492444992065
7M,16000,Random,26,0.5317124724388123
7M,16000,Random,27,0.5282049775123596
7M,16000,Random,28,0.5354068279266357
7M,16000,Random,29,0.528388500213623
7M,16000,Random,30,0.5366619825363159
7M,16000,Random,31,0.52745521068573
7M,16000,Random,32,0.5344371199607849
7M,16000,Random,33,0.5344591736793518
7M,16000,Random,34,0.5361139178276062
7M,16000,Random,35,0.5333920121192932
7M,16000,Random,36,0.5330426096916199
7M,16000,Random,37,0.5280972719192505
7M,16000,Random,38,0.5299316644668579
7M,16000,Random,39,0.5367203950881958
7M,16000,Random,40,0.5258058905601501
7M,16000,Random,41,0.5295700430870056
7M,16000,Random,42,0.5230056047439575
7M,16000,Random,43,0.5419156551361084
7M,16000,Random,44,0.5255245566368103
7M,16000,Stat,Mean,0.4943262040615082
7M,16000,Stat,Std,0.22455765306949615
7M,16000,Stat,Max,1.5436450242996216
7M,16500,Frequency,0,0.9187201261520386
7M,16500,Frequency,1,0.8922061324119568
7M,16500,Frequency,2,0.879408061504364
7M,16500,Frequency,3,0.8527777194976807
7M,16500,Frequency,4,0.8219352960586548
7M,16500,Frequency,5,0.8088904023170471
7M,16500,Frequency,6,0.7824726700782776
7M,16500,Frequency,7,0.7612547874450684
7M,16500,Frequency,8,0.7390733361244202
7M,16500,Frequency,9,0.714902937412262
7M,16500,Frequency,10,0.6960951089859009
7M,16500,Frequency,11,0.6812220215797424
7M,16500,Frequency,12,0.65895015001297
7M,16500,Frequency,13,0.6410762667655945
7M,16500,Frequency,14,0.6170000433921814
7M,16500,Frequency,15,0.613271176815033
7M,16500,Frequency,16,0.598221480846405
7M,16500,Frequency,17,0.5799764394760132
7M,16500,Frequency,18,0.5602108240127563
7M,16500,Frequency,19,0.5550675988197327
7M,16500,Frequency,20,0.5401661992073059
7M,16500,Frequency,21,0.5190967321395874
7M,16500,Frequency,22,0.5204249024391174
7M,16500,Frequency,23,0.502616286277771
7M,16500,Frequency,24,0.490350604057312
7M,16500,Frequency,25,0.4778481721878052
7M,16500,Frequency,26,0.4678749740123749
7M,16500,Frequency,27,0.4564502537250519
7M,16500,Frequency,28,0.4451325535774231
7M,16500,Frequency,29,0.4337238371372223
7M,16500,Frequency,30,0.42158544063568115
7M,16500,Frequency,31,0.4044966697692871
7M,16500,Frequency,32,0.39581820368766785
7M,16500,Frequency,33,0.3772774040699005
7M,16500,Frequency,34,0.36388158798217773
7M,16500,Frequency,35,0.34687045216560364
7M,16500,Frequency,36,0.3317553699016571
7M,16500,Frequency,37,0.3104096055030823
7M,16500,Frequency,38,0.2944921851158142
7M,16500,Frequency,39,0.27313247323036194
7M,16500,Frequency,40,0.25710776448249817
7M,16500,Frequency,41,0.24531476199626923
7M,16500,Frequency,42,0.2366914600133896
7M,16500,Frequency,43,0.23077943921089172
7M,16500,Frequency,44,0.22940826416015625
7M,16500,Random,0,0.5400289297103882
7M,16500,Random,1,0.5348812341690063
7M,16500,Random,2,0.5306524634361267
7M,16500,Random,3,0.5525462031364441
7M,16500,Random,4,0.5192090272903442
7M,16500,Random,5,0.5341601371765137
7M,16500,Random,6,0.5439402461051941
7M,16500,Random,7,0.5377669334411621
7M,16500,Random,8,0.5231161713600159
7M,16500,Random,9,0.5349225401878357
7M,16500,Random,10,0.5425401329994202
7M,16500,Random,11,0.5335245132446289
7M,16500,Random,12,0.5303524136543274
7M,16500,Random,13,0.5343554019927979
7M,16500,Random,14,0.5352604985237122
7M,16500,Random,15,0.535341739654541
7M,16500,Random,16,0.5324342250823975
7M,16500,Random,17,0.5393438935279846
7M,16500,Random,18,0.546808660030365
7M,16500,Random,19,0.5498751997947693
7M,16500,Random,20,0.5406792759895325
7M,16500,Random,21,0.5368595123291016
7M,16500,Random,22,0.5351864695549011
7M,16500,Random,23,0.5450175404548645
7M,16500,Random,24,0.5337532758712769
7M,16500,Random,25,0.5269195437431335
7M,16500,Random,26,0.5380945801734924
7M,16500,Random,27,0.5344133377075195
7M,16500,Random,28,0.5419272780418396
7M,16500,Random,29,0.5348972082138062
7M,16500,Random,30,0.5428783893585205
7M,16500,Random,31,0.5335179567337036
7M,16500,Random,32,0.541165292263031
7M,16500,Random,33,0.5411460399627686
7M,16500,Random,34,0.5427184700965881
7M,16500,Random,35,0.539743959903717
7M,16500,Random,36,0.5399796962738037
7M,16500,Random,37,0.5347806215286255
7M,16500,Random,38,0.5362874865531921
7M,16500,Random,39,0.5432664752006531
7M,16500,Random,40,0.5322134494781494
7M,16500,Random,41,0.5361263155937195
7M,16500,Random,42,0.5293663144111633
7M,16500,Random,43,0.5485984086990356
7M,16500,Random,44,0.5323498249053955
7M,16500,Stat,Mean,0.5000342726707458
7M,16500,Stat,Std,0.22863733768463135
7M,16500,Stat,Max,1.565937876701355
7M,17000,Frequency,0,0.930581271648407
7M,17000,Frequency,1,0.9039413928985596
7M,17000,Frequency,2,0.8912112712860107
7M,17000,Frequency,3,0.8649581074714661
7M,17000,Frequency,4,0.8333841562271118
7M,17000,Frequency,5,0.8193371295928955
7M,17000,Frequency,6,0.7937213778495789
7M,17000,Frequency,7,0.7718027234077454
7M,17000,Frequency,8,0.7488601207733154
7M,17000,Frequency,9,0.7248083353042603
7M,17000,Frequency,10,0.7055180668830872
7M,17000,Frequency,11,0.6906044483184814
7M,17000,Frequency,12,0.6677266955375671
7M,17000,Frequency,13,0.6496858596801758
7M,17000,Frequency,14,0.6249076128005981
7M,17000,Frequency,15,0.6213626265525818
7M,17000,Frequency,16,0.6061573624610901
7M,17000,Frequency,17,0.5873545408248901
7M,17000,Frequency,18,0.5675124526023865
7M,17000,Frequency,19,0.5621179342269897
7M,17000,Frequency,20,0.5468224883079529
7M,17000,Frequency,21,0.5254959464073181
7M,17000,Frequency,22,0.526787519454956
7M,17000,Frequency,23,0.5088354349136353
7M,17000,Frequency,24,0.49645543098449707
7M,17000,Frequency,25,0.48340174555778503
7M,17000,Frequency,26,0.4731282889842987
7M,17000,Frequency,27,0.46186932921409607
7M,17000,Frequency,28,0.4499065577983856
7M,17000,Frequency,29,0.43874484300613403
7M,17000,Frequency,30,0.42616692185401917
7M,17000,Frequency,31,0.4087587296962738
7M,17000,Frequency,32,0.39997515082359314
7M,17000,Frequency,33,0.38128000497817993
7M,17000,Frequency,34,0.367379754781723
7M,17000,Frequency,35,0.34978824853897095
7M,17000,Frequency,36,0.3345085382461548
7M,17000,Frequency,37,0.3127615451812744
7M,17000,Frequency,38,0.2965279817581177
7M,17000,Frequency,39,0.27448132634162903
7M,17000,Frequency,40,0.25819727778434753
7M,17000,Frequency,41,0.2459368258714676
7M,17000,Frequency,42,0.2370768040418625
7M,17000,Frequency,43,0.23086591064929962
7M,17000,Frequency,44,0.22952215373516083
7M,17000,Random,0,0.5466373562812805
7M,17000,Random,1,0.5413286685943604
7M,17000,Random,2,0.5368363857269287
7M,17000,Random,3,0.5590813159942627
7M,17000,Random,4,0.5249792337417603
7M,17000,Random,5,0.5402995347976685
7M,17000,Random,6,0.5501599311828613
7M,17000,Random,7,0.5442763566970825
7M,17000,Random,8,0.5292649269104004
7M,17000,Random,9,0.5412867665290833
7M,17000,Random,10,0.5487365126609802
7M,17000,Random,11,0.5397765040397644
7M,17000,Random,12,0.5359684228897095
7M,17000,Random,13,0.540773868560791
7M,17000,Random,14,0.541793942451477
7M,17000,Random,15,0.5418657064437866
7M,17000,Random,16,0.5386995673179626
7M,17000,Random,17,0.5456329584121704
7M,17000,Random,18,0.5533619523048401
7M,17000,Random,19,0.5563334226608276
7M,17000,Random,20,0.5473306775093079
7M,17000,Random,21,0.5431939959526062
7M,17000,Random,22,0.541434645652771
7M,17000,Random,23,0.5516601800918579
7M,17000,Random,24,0.5401216745376587
7M,17000,Random,25,0.5330250859260559
7M,17000,Random,26,0.5447572469711304
7M,17000,Random,27,0.541014552116394
7M,17000,Random,28,0.5484084486961365
7M,17000,Random,29,0.5415276288986206
7M,17000,Random,30,0.5490779876708984
7M,17000,Random,31,0.5402092933654785
7M,17000,Random,32,0.5476143956184387
7M,17000,Random,33,0.5480294227600098
7M,17000,Random,34,0.549634575843811
7M,17000,Random,35,0.5462309122085571
7M,17000,Random,36,0.5466390252113342
7M,17000,Random,37,0.5414509177207947
7M,17000,Random,38,0.5428209900856018
7M,17000,Random,39,0.5497493147850037
7M,17000,Random,40,0.5383971929550171
7M,17000,Random,41,0.5432479381561279
7M,17000,Random,42,0.5356427431106567
7M,17000,Random,43,0.5552505850791931
7M,17000,Random,44,0.5393356680870056
7M,17000,Stat,Mean,0.5056992769241333
7M,17000,Stat,Std,0.23269331455230713
7M,17000,Stat,Max,1.603023886680603
7M,17500,Frequency,0,0.9425110816955566
7M,17500,Frequency,1,0.9158298969268799
7M,17500,Frequency,2,0.9026508331298828
7M,17500,Frequency,3,0.8764729499816895
7M,17500,Frequency,4,0.843956708908081
7M,17500,Frequency,5,0.8302675485610962
7M,17500,Frequency,6,0.8049298524856567
7M,17500,Frequency,7,0.7821781635284424
7M,17500,Frequency,8,0.759181022644043
7M,17500,Frequency,9,0.7344574332237244
7M,17500,Frequency,10,0.7146888375282288
7M,17500,Frequency,11,0.7002271413803101
7M,17500,Frequency,12,0.6766466498374939
7M,17500,Frequency,13,0.6584819555282593
7M,17500,Frequency,14,0.6327963471412659
7M,17500,Frequency,15,0.629252552986145
7M,17500,Frequency,16,0.6135885715484619
7M,17500,Frequency,17,0.594988226890564
7M,17500,Frequency,18,0.5747949481010437
7M,17500,Frequency,19,0.5693555474281311
7M,17500,Frequency,20,0.5537848472595215
7M,17500,Frequency,21,0.5317860245704651
7M,17500,Frequency,22,0.5331454873085022
7M,17500,Frequency,23,0.5151216983795166
7M,17500,Frequency,24,0.5024979114532471
7M,17500,Frequency,25,0.48878827691078186
7M,17500,Frequency,26,0.47874167561531067
7M,17500,Frequency,27,0.46727409958839417
7M,17500,Frequency,28,0.4552249610424042
7M,17500,Frequency,29,0.44375452399253845
7M,17500,Frequency,30,0.43111729621887207
7M,17500,Frequency,31,0.41355040669441223
7M,17500,Frequency,32,0.40419355034828186
7M,17500,Frequency,33,0.38556262850761414
7M,17500,Frequency,34,0.37105390429496765
7M,17500,Frequency,35,0.3533172011375427
7M,17500,Frequency,36,0.33773675560951233
7M,17500,Frequency,37,0.31519630551338196
7M,17500,Frequency,38,0.298692911863327
7M,17500,Frequency,39,0.27589207887649536
7M,17500,Frequency,40,0.2593085765838623
7M,17500,Frequency,41,0.24657611548900604
7M,17500,Frequency,42,0.2374228537082672
7M,17500,Frequency,43,0.23107682168483734
7M,17500,Frequency,44,0.22971543669700623
7M,17500,Random,0,0.5532673597335815
7M,17500,Random,1,0.5479810237884521
7M,17500,Random,2,0.5433675646781921
7M,17500,Random,3,0.5655284523963928
7M,17500,Random,4,0.5315760970115662
7M,17500,Random,5,0.5467203259468079
7M,17500,Random,6,0.5568156838417053
7M,17500,Random,7,0.5508195757865906
7M,17500,Random,8,0.5353937149047852
7M,17500,Random,9,0.547714114189148
7M,17500,Random,10,0.5550596714019775
7M,17500,Random,11,0.5465605854988098
7M,17500,Random,12,0.5423315167427063
7M,17500,Random,13,0.5470689535140991
7M,17500,Random,14,0.5485358834266663
7M,17500,Random,15,0.5483987927436829
7M,17500,Random,16,0.5449557900428772
7M,17500,Random,17,0.5517916679382324
7M,17500,Random,18,0.5603629946708679
7M,17500,Random,19,0.5631654858589172
7M,17500,Random,20,0.5538557767868042
7M,17500,Random,21,0.5497247576713562
7M,17500,Random,22,0.5479800701141357
7M,17500,Random,23,0.5582358837127686
7M,17500,Random,24,0.5465784668922424
7M,17500,Random,25,0.5391870141029358
7M,17500,Random,26,0.5512373447418213
7M,17500,Random,27,0.5471207499504089
7M,17500,Random,28,0.554847240447998
7M,17500,Random,29,0.5477958917617798
7M,17500,Random,30,0.5553799867630005
7M,17500,Random,31,0.5469434857368469
7M,17500,Random,32,0.5543611645698547
7M,17500,Random,33,0.5543085932731628
7M,17500,Random,34,0.5559629797935486
7M,17500,Random,35,0.5527650713920593
7M,17500,Random,36,0.5532379746437073
7M,17500,Random,37,0.5476378202438354
7M,17500,Random,38,0.5495571494102478
7M,17500,Random,39,0.5563951134681702
7M,17500,Random,40,0.5451658964157104
7M,17500,Random,41,0.54999178647995
7M,17500,Random,42,0.5417817234992981
7M,17500,Random,43,0.5620830655097961
7M,17500,Random,44,0.5450677275657654
7M,17500,Stat,Mean,0.5114181637763977
7M,17500,Stat,Std,0.2366691529750824
7M,17500,Stat,Max,1.620195984840393
7M,18000,Frequency,0,0.9536480903625488
7M,18000,Frequency,1,0.9272511601448059
7M,18000,Frequency,2,0.9140514731407166
7M,18000,Frequency,3,0.8880475759506226
7M,18000,Frequency,4,0.8549819588661194
7M,18000,Frequency,5,0.8408182263374329
7M,18000,Frequency,6,0.815854012966156
7M,18000,Frequency,7,0.7921807765960693
7M,18000,Frequency,8,0.7690184116363525
7M,18000,Frequency,9,0.7441576719284058
7M,18000,Frequency,10,0.7235428690910339
7M,18000,Frequency,11,0.7093803286552429
7M,18000,Frequency,12,0.6853311061859131
7M,18000,Frequency,13,0.6672131419181824
7M,18000,Frequency,14,0.6410771608352661
7M,18000,Frequency,15,0.637186586856842
7M,18000,Frequency,16,0.6218408346176147
7M,18000,Frequency,17,0.6024813652038574
7M,18000,Frequency,18,0.5821887254714966
7M,18000,Frequency,19,0.5764565467834473
7M,18000,Frequency,20,0.5602639317512512
7M,18000,Frequency,21,0.5381295084953308
7M,18000,Frequency,22,0.5391104221343994
7M,18000,Frequency,23,0.52118319272995
7M,18000,Frequency,24,0.5084092020988464
7M,18000,Frequency,25,0.49429070949554443
7M,18000,Frequency,26,0.4843130111694336
7M,18000,Frequency,27,0.47302067279815674
7M,18000,Frequency,28,0.46017852425575256
7M,18000,Frequency,29,0.4486583173274994
7M,18000,Frequency,30,0.4358619451522827
7M,18000,Frequency,31,0.4178188145160675
7M,18000,Frequency,32,0.4086834192276001
7M,18000,Frequency,33,0.38898730278015137
7M,18000,Frequency,34,0.3747554123401642
7M,18000,Frequency,35,0.3567920923233032
7M,18000,Frequency,36,0.3406603932380676
7M,18000,Frequency,37,0.3175530731678009
7M,18000,Frequency,38,0.3008144199848175
7M,18000,Frequency,39,0.27745741605758667
7M,18000,Frequency,40,0.26028943061828613
7M,18000,Frequency,41,0.24738435447216034
7M,18000,Frequency,42,0.2377597689628601
7M,18000,Frequency,43,0.2311938852071762
7M,18000,Frequency,44,0.2297309935092926
7M,18000,Random,0,0.5597613453865051
7M,18000,Random,1,0.5545521378517151
7M,18000,Random,2,0.5492686629295349
7M,18000,Random,3,0.572170615196228
7M,18000,Random,4,0.5376150012016296
7M,18000,Random,5,0.5529534816741943
7M,18000,Random,6,0.5632091164588928
7M,18000,Random,7,0.5569875836372375
7M,18000,Random,8,0.5419598817825317
7M,18000,Random,9,0.5535919070243835
7M,18000,Random,10,0.5613222718238831
7M,18000,Random,11,0.5527930855751038
7M,18000,Random,12,0.5487148761749268
7M,18000,Random,13,0.5535036325454712
7M,18000,Random,14,0.5547108054161072
7M,18000,Random,15,0.5548526048660278
7M,18000,Random,16,0.5514591336250305
7M,18000,Random,17,0.5581812858581543
7M,18000,Random,18,0.566643238067627
7M,18000,Random,19,0.5695475935935974
7M,18000,Random,20,0.5605303049087524
7M,18000,Random,21,0.5562713742256165
7M,18000,Random,22,0.5545041561126709
7M,18000,Random,23,0.564645528793335
7M,18000,Random,24,0.5522097945213318
7M,18000,Random,25,0.5454168915748596
7M,18000,Random,26,0.5579235553741455
7M,18000,Random,27,0.5533496737480164
7M,18000,Random,28,0.5609748959541321
7M,18000,Random,29,0.5543462038040161
7M,18000,Random,30,0.5619314908981323
7M,18000,Random,31,0.5533263087272644
7M,18000,Random,32,0.5612682700157166
7M,18000,Random,33,0.5608786344528198
7M,18000,Random,34,0.5624926090240479
7M,18000,Random,35,0.5594074130058289
7M,18000,Random,36,0.5594455599784851
7M,18000,Random,37,0.5538934469223022
7M,18000,Random,38,0.5556973814964294
7M,18000,Random,39,0.5630427002906799
7M,18000,Random,40,0.5519706010818481
7M,18000,Random,41,0.5563848614692688
7M,18000,Random,42,0.5481176972389221
7M,18000,Random,43,0.568509042263031
7M,18000,Random,44,0.5507744550704956
7M,18000,Stat,Mean,0.5170334577560425
7M,18000,Stat,Std,0.24058681726455688
7M,18000,Stat,Max,1.638226866722107
7M,18500,Frequency,0,0.9649878740310669
7M,18500,Frequency,1,0.9380364418029785
7M,18500,Frequency,2,0.9243916273117065
7M,18500,Frequency,3,0.8992685079574585
7M,18500,Frequency,4,0.8652927875518799
7M,18500,Frequency,5,0.8514204025268555
7M,18500,Frequency,6,0.8259141445159912
7M,18500,Frequency,7,0.8018103837966919
7M,18500,Frequency,8,0.7779051065444946
7M,18500,Frequency,9,0.7533990740776062
7M,18500,Frequency,10,0.7324280738830566
7M,18500,Frequency,11,0.7183797359466553
7M,18500,Frequency,12,0.6940717101097107
7M,18500,Frequency,13,0.6752887964248657
7M,18500,Frequency,14,0.6493942737579346
7M,18500,Frequency,15,0.6447983980178833
7M,18500,Frequency,16,0.6287854909896851
7M,18500,Frequency,17,0.6101083159446716
7M,18500,Frequency,18,0.5886996984481812
7M,18500,Frequency,19,0.5832539796829224
7M,18500,Frequency,20,0.5671448111534119
7M,18500,Frequency,21,0.544391930103302
7M,18500,Frequency,22,0.5450544953346252
7M,18500,Frequency,23,0.5272243022918701
7M,18500,Frequency,24,0.5136954188346863
7M,18500,Frequency,25,0.5000478625297546
7M,18500,Frequency,26,0.48950475454330444
7M,18500,Frequency,27,0.47849854826927185
7M,18500,Frequency,28,0.46517202258110046
7M,18500,Frequency,29,0.45352452993392944
7M,18500,Frequency,30,0.4405728876590729
7M,18500,Frequency,31,0.42239466309547424
7M,18500,Frequency,32,0.41282781958580017
7M,18500,Frequency,33,0.39275088906288147
7M,18500,Frequency,34,0.37859368324279785
7M,18500,Frequency,35,0.3600655198097229
7M,18500,Frequency,36,0.3437098562717438
7M,18500,Frequency,37,0.32007595896720886
7M,18500,Frequency,38,0.30292946100234985
7M,18500,Frequency,39,0.2792072892189026
7M,18500,Frequency,40,0.26137393712997437
7M,18500,Frequency,41,0.2481376975774765
7M,18500,Frequency,42,0.2381187081336975
7M,18500,Frequency,43,0.2314138263463974
7M,18500,Frequency,44,0.22988948225975037
7M,18500,Random,0,0.5655754208564758
7M,18500,Random,1,0.5603675246238708
7M,18500,Random,2,0.5553836822509766
7M,18500,Random,3,0.5781843066215515
7M,18500,Random,4,0.5436804890632629
7M,18500,Random,5,0.5593951344490051
7M,18500,Random,6,0.5695455074310303
7M,18500,Random,7,0.5630955696105957
7M,18500,Random,8,0.5480321049690247
7M,18500,Random,9,0.5602830052375793
7M,18500,Random,10,0.5677931904792786
7M,18500,Random,11,0.5590202808380127
7M,18500,Random,12,0.5547442436218262
7M,18500,Random,13,0.5598027110099792
7M,18500,Random,14,0.561400830745697
7M,18500,Random,15,0.5610405206680298
7M,18500,Random,16,0.5579473972320557
7M,18500,Random,17,0.5642772912979126
7M,18500,Random,18,0.5728515982627869
7M,18500,Random,19,0.5756414532661438
7M,18500,Random,20,0.5669019818305969
7M,18500,Random,21,0.5624062418937683
7M,18500,Random,22,0.5608017444610596
7M,18500,Random,23,0.57075434923172
7M,18500,Random,24,0.5584148168563843
7M,18500,Random,25,0.5514345765113831
7M,18500,Random,26,0.5637824535369873
7M,18500,Random,27,0.5599173903465271
7M,18500,Random,28,0.5670546889305115
7M,18500,Random,29,0.5603458881378174
7M,18500,Random,30,0.5681465268135071
7M,18500,Random,31,0.5596802830696106
7M,18500,Random,32,0.5674105286598206
7M,18500,Random,33,0.566958487033844
7M,18500,Random,34,0.568747341632843
7M,18500,Random,35,0.5657029747962952
7M,18500,Random,36,0.5657122731208801
7M,18500,Random,37,0.5599238872528076
7M,18500,Random,38,0.5618906021118164
7M,18500,Random,39,0.5690288543701172
7M,18500,Random,40,0.5582855939865112
7M,18500,Random,41,0.5622309446334839
7M,18500,Random,42,0.5542188882827759
7M,18500,Random,43,0.5749044418334961
7M,18500,Random,44,0.5565879344940186
7M,18500,Stat,Mean,0.5224820375442505
7M,18500,Stat,Std,0.2443041056394577
7M,18500,Stat,Max,1.6597121953964233
7M,19000,Frequency,0,0.9756027460098267
7M,19000,Frequency,1,0.9489892721176147
7M,19000,Frequency,2,0.9358765482902527
7M,19000,Frequency,3,0.9098119139671326
7M,19000,Frequency,4,0.8756742477416992
7M,19000,Frequency,5,0.8621988892555237
7M,19000,Frequency,6,0.8362583518028259
7M,19000,Frequency,7,0.8116366863250732
7M,19000,Frequency,8,0.7874879240989685
7M,19000,Frequency,9,0.7629418969154358
7M,19000,Frequency,10,0.7417364716529846
7M,19000,Frequency,11,0.7268232107162476
7M,19000,Frequency,12,0.7028456926345825
7M,19000,Frequency,13,0.6835625171661377
7M,19000,Frequency,14,0.6570048928260803
7M,19000,Frequency,15,0.652653694152832
7M,19000,Frequency,16,0.6364253163337708
7M,19000,Frequency,17,0.6175574660301208
7M,19000,Frequency,18,0.595853328704834
7M,19000,Frequency,19,0.5904719829559326
7M,19000,Frequency,20,0.5741100907325745
7M,19000,Frequency,21,0.5506130456924438
7M,19000,Frequency,22,0.5510502457618713
7M,19000,Frequency,23,0.533647358417511
7M,19000,Frequency,24,0.5194244384765625
7M,19000,Frequency,25,0.5055040717124939
7M,19000,Frequency,26,0.49496740102767944
7M,19000,Frequency,27,0.4839268624782562
7M,19000,Frequency,28,0.47045648097991943
7M,19000,Frequency,29,0.4583355784416199
7M,19000,Frequency,30,0.4451904892921448
7M,19000,Frequency,31,0.42701515555381775
7M,19000,Frequency,32,0.417514830827713
7M,19000,Frequency,33,0.39644694328308105
7M,19000,Frequency,34,0.38209253549575806
7M,19000,Frequency,35,0.3633749186992645
7M,19000,Frequency,36,0.34648895263671875
7M,19000,Frequency,37,0.32233408093452454
7M,19000,Frequency,38,0.3050999343395233
7M,19000,Frequency,39,0.280741810798645
7M,19000,Frequency,40,0.2626093626022339
7M,19000,Frequency,41,0.24894234538078308
